case_id,state,source_evalid,fold,applied_level,field,hard_filter_in_b9,target_value,candidate_values_seen,candidate_plot_rows_before_filter,exclusion_count_for_field,why_included_or_descriptive,evidence_basis,final_authority_remains_open,compatibility_followup_candidate,notes
S15,NY,362301,B,LEVEL1,MANUAL,NO,7,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL1,MEASYEAR,NO,2017,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL1,NF_regional_flags,NO,NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL1,PLOT_STATUS_CD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL1,SAMP_METHOD_CD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL1,SUBPANEL,NO,0,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL1,regional_manual,NO,NCRS=MISSING|NERS=7|RMRS=MISSING,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL2,DESIGNCD,YES,xwalk=1|plot=1,xwalk=1|plot=1,2697,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL2,INTENSITY,YES,1,1;2;3,2697,3,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL2,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,QA_STATUS=1|class=PRODUCTION;QA_STATUS=7|class=PRODUCTION,2697,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL2,raw_DESIGNCD,YES,1,1,2697,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL2,repair_class,YES,R0,R0,2697,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL2,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,2697,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL2,KINDCD,NO,2,1;2,2697,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL2,MANUAL,NO,7,7;8;9;9.1;9.2,2697,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL2,MEASYEAR,NO,2017,2017;2018;2019;2020;2021;2022;2023;2024,2697,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL2,NF_regional_flags,NO,NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,NF_SAMPLE=0|NF_PLOT=MISSING|RSCD=24;NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,2697,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL2,PLOT_STATUS_CD,NO,2,1;2,2697,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL2,SAMP_METHOD_CD,NO,2,1;2,2697,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL2,SUBPANEL,NO,0,0,2697,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL2,regional_manual,NO,NCRS=MISSING|NERS=7|RMRS=MISSING,NCRS=MISSING|NERS=7|RMRS=MISSING;NCRS=MISSING|NERS=8|RMRS=MISSING;NCRS=MISSING|NERS=9.1|RMRS=MISSING;NCRS=MISSING|NERS=9.2|RMRS=MISSING;NCRS=MISSING|NERS=9|RMRS=MISSING,2697,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S16,NY,362301,A,LEVEL1,DESIGNCD,YES,xwalk=1|plot=1,xwalk=1|plot=1,72,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S16,NY,362301,A,LEVEL1,INTENSITY,YES,1,1,72,0,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S16,NY,362301,A,LEVEL1,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,QA_STATUS=1|class=PRODUCTION,72,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S16,NY,362301,A,LEVEL1,raw_DESIGNCD,YES,1,1,72,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S16,NY,362301,A,LEVEL1,repair_class,YES,R0,R0,72,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S16,NY,362301,A,LEVEL1,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,72,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S16,NY,362301,A,LEVEL1,KINDCD,NO,2,1;2,72,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S16,NY,362301,A,LEVEL1,MANUAL,NO,7,7;8;9;9.2,72,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S16,NY,362301,A,LEVEL1,MEASYEAR,NO,2018,2018;2019;2020;2022;2023;2024,72,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S16,NY,362301,A,LEVEL1,NF_regional_flags,NO,NF_SAMPLE=0|NF_PLOT=MISSING|RSCD=24,NF_SAMPLE=0|NF_PLOT=MISSING|RSCD=24;NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,72,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S16,NY,362301,A,LEVEL1,PLOT_STATUS_CD,NO,1,1;2,72,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S16,NY,362301,A,LEVEL1,SAMP_METHOD_CD,NO,1,1;2,72,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S16,NY,362301,A,LEVEL1,SUBPANEL,NO,0,0,72,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S16,NY,362301,A,LEVEL1,regional_manual,NO,NCRS=MISSING|NERS=7|RMRS=MISSING,NCRS=MISSING|NERS=7|RMRS=MISSING;NCRS=MISSING|NERS=8|RMRS=MISSING;NCRS=MISSING|NERS=9.1|RMRS=MISSING;NCRS=MISSING|NERS=9.2|RMRS=MISSING,72,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL1,DESIGNCD,YES,xwalk=1|plot=1,NONE,0,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL1,INTENSITY,YES,1,NONE,0,0,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL1,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,NONE,0,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL1,raw_DESIGNCD,YES,1,NONE,0,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL1,repair_class,YES,R0,NONE,0,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL1,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NONE,0,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL1,KINDCD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL1,MANUAL,NO,9.2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL1,MEASYEAR,NO,2023,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL1,NF_regional_flags,NO,NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL1,PLOT_STATUS_CD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL1,SAMP_METHOD_CD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL1,SUBPANEL,NO,0,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL1,regional_manual,NO,NCRS=MISSING|NERS=9.2|RMRS=MISSING,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL2,DESIGNCD,YES,xwalk=1|plot=1,xwalk=1|plot=1,1627,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL2,INTENSITY,YES,1,1;2;3,1627,41,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL2,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,QA_STATUS=1|class=PRODUCTION,1627,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL2,raw_DESIGNCD,YES,1,1,1627,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL2,repair_class,YES,R0,R0,1627,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL2,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,1627,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S17,OH,392301,A,LEVEL2,KINDCD,NO,2,1;2,1627,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL2,MANUAL,NO,9.2,8;9;9.1;9.2,1627,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL2,MEASYEAR,NO,2023,2019;2020;2021;2022;2023;2024,1627,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL2,NF_regional_flags,NO,NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,NF_SAMPLE=0|NF_PLOT=MISSING|RSCD=24;NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,1627,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL2,PLOT_STATUS_CD,NO,2,1;2,1627,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL2,SAMP_METHOD_CD,NO,2,1;2,1627,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL2,SUBPANEL,NO,0,0,1627,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S17,OH,392301,A,LEVEL2,regional_manual,NO,NCRS=MISSING|NERS=9.2|RMRS=MISSING,NCRS=MISSING|NERS=8|RMRS=MISSING;NCRS=MISSING|NERS=9.1|RMRS=MISSING;NCRS=MISSING|NERS=9.2|RMRS=MISSING;NCRS=MISSING|NERS=9|RMRS=MISSING,1627,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S18,OH,392301,A,LEVEL1,DESIGNCD,YES,xwalk=1|plot=1,NONE,0,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S18,OH,392301,A,LEVEL1,INTENSITY,YES,1,NONE,0,0,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S18,OH,392301,A,LEVEL1,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,NONE,0,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S18,OH,392301,A,LEVEL1,raw_DESIGNCD,YES,1,NONE,0,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S18,OH,392301,A,LEVEL1,repair_class,YES,R0,NONE,0,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S18,OH,392301,A,LEVEL1,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NONE,0,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S18,OH,392301,A,LEVEL1,KINDCD,NO,1,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S18,OH,392301,A,LEVEL1,MANUAL,NO,9,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S18,OH,392301,A,LEVEL1,MEASYEAR,NO,2023,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S18,OH,392301,A,LEVEL1,NF_regional_flags,NO,NF_SAMPLE=0|NF_PLOT=MISSING|RSCD=24,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S18,OH,392301,A,LEVEL1,PLOT_STATUS_CD,NO,1,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S18,OH,392301,A,LEVEL1,SAMP_METHOD_CD,NO,1,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S18,OH,392301,A,LEVEL1,SUBPANEL,NO,0,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S18,OH,392301,A,LEVEL1,regional_manual,NO,NCRS=MISSING|NERS=9.2|RMRS=MISSING,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S18,OH,392301,A,LEVEL2,DESIGNCD,YES,xwalk=1|plot=1,xwalk=1|plot=1,1627,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S18,OH,392301,A,LEVEL2,INTENSITY,YES,1,1;2;3,1627,41,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S18,OH,392301,A,LEVEL2,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,QA_STATUS=1|class=PRODUCTION,1627,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
